1,United Kingdom happiness index,6.714,unit,0,,info,https://en.wikipedia.org/wiki/World_Happiness_Report
2,Canada happiness index,7.316,unit,0,,info,https://en.wikipedia.org/wiki/World_Happiness_Report
3,Costa Rica happiness index,7.079,unit,0,,info,https://en.wikipedia.org/wiki/World_Happiness_Report
4,Iceland happiness index,7.504,unit,0,,info,https://en.wikipedia.org/wiki/World_Happiness_Report
